source,translation_clean,reference
শেখ হাসিনা জাপানের প্রধানমন্ত্রীর অফিসে পৌঁছলে সেখানে তাকে গার্ড অব অনার প্রদান করা হবে।,Sheikh Hasina will reach the office of the Prime Minister of Japan and will be given a Guard of Honor there.,Sheikh Hasina will be given a guard of honour when she will reach the Japanese Prime Minister's Office.
"অপর্যাপ্ত চিকিৎসা সুবিধা, চলাচলের স্বাধীনতায় সীমাবদ্ধতা, জীবিকার সুযোগের অভাব এবং বর্ষা মৌসুমে সুরক্ষা সম্পর্কে ভয়।","The translation of the Bengali text is: ""Insufficient medical facilities, limitations in mobility freedom, lack of job opportunities, and fear about safety during the monsoon season.""","Inadequate medical facilities, restrictions on freedom of movement, lack of opportunities for livelihoods, and fears about safety during monsoon season."
আইনী প্রক্রিয়া অনুযায়ী এসব পদ তিন মাসের বেশি সময় ধরে শূন্য থাকলে প্রশাসনিক কার্যক্রম স্থগিত করার কথা।,"The text translates to: ""If these posts remain vacant for more than three months according to the legal process, administrative operations will be suspended.""","According to legal procedures, administrative activities are supposed to be stopped if these posts remain vacant for more than three months."
অনেকে বলেন যে হিন্দুরা বাংলাদেশে সংখ্যালঘু।,"The translation of the Bengali text is: ""Many say that Hindus are a minority in Bangladesh.""",Many say that the Hindus are minority in Bangladesh.
লন্ডনে বাংলাদেশের হাইকমিশনার সাঈদা মুনা তাসনিম বিমানবন্দরে প্রধানমন্ত্রীকে স্বাগত জানান।,"The High Commissioner of Bangladesh in London, Saida Muna Tasneem, welcomed the Prime Minister at the airport.",Bangladesh High Commissioner in London Saida Muna Tasneem received the prime minister at the airport.
এ বিষয়ে পররাষ্ট্র সচিব মো. শহীদুল হক সাংবাদিকদের ব্রিফ করেন।,"The text translates to: ""Regarding this matter, the Foreign Secretary, Mr. Shahidul Haque, briefed the journalists.""",Foreign Secretary Md. Shahidul Haque briefed reporters about the matter.
"জার্মান রাষ্ট্রদূত পিটার ফারেনহোল্টজ বলেন, ""প্রতিবছর প্রচুর বাংলাদেশি শিক্ষার্থী ও গবেষকরা জার্মানিতে যাচ্ছেন।""","The German ambassador Peter Farenholtz said, ""Every year, a large number of Bangladeshi students and researchers go to Germany.""","The German ambassador, Peter Fahrenholtz said, ""Every year a large number of Bangladeshi students and researchers are going to Germany."""
বিপুল পরিমাণ পাসপোর্ট ও নগদ টাকা জব্দ করা হয়েছে।,"The translation of the Bengali text is: ""A large amount of passport and cash has been seized.""",A huge number of passports and cash money were seized.
চট্টগ্রাম সিটি করপোরেশন নির্বাচন বিষয়ে কোনো সিদ্ধান্ত হয়নি।,"The translation of the Bengali text is: ""No decision has been made regarding the Chattogram City Corporation election.""",No decision has been made on Chittagong City Corporation election.
ইডেন গার্ডেন স্টেডিয়ামে একটি সাংস্কৃতিক অনুষ্ঠানেও যোগ দেবেন প্রধানমন্ত্রী।,The Prime Minister will also join a cultural event at the Eden Garden Stadium.,The prime minister will join a cultural function at the Eden Garden Stadium.
বৃহস্পতিবার সেনাবাহিনী সদর দপ্তরে নতুন পদোন্নতি প্রাপ্ত চার নারী অফিসারকে লেফটেন্যান্ট কর্নেল পদের র‌্যাংক ব্যাজ পরিয়ে দেন সেনাবাহিনী প্রধান জেনারেল আজিজ আহমেদ।,"The text translates to: ""On Thursday, the army headquarters promoted four female officers who had recently received new postings to the rank of Lieutenant Colonel. This was done by General Aziz Ahmed, the head of the army.""",Chief of Army Staff General Aziz Ahmed on Thursday gave the badge of Lieutenant Colonel rank to the newly promoted four women officers at the army headquarters.
"তিনি বলেন, দেশের ছোট ছোট নদী রক্ষার জন্য জরুরি পদক্ষেপ নিতে বলেছেন প্রধানমন্ত্রী।",The Prime Minister has emphasized the need for urgent steps to protect the small rivers of the country.,"The Prime Minister has instructed to take necessary steps for protecting small rivers in the country, he said."
বাংলাদেশে বিভিন্ন ধর্মের মানুষের সহাবস্থানের প্রশংসা করেন পোপ।,The Pope praises the coexistence of people of different religions in Bangladesh.,Pope appreciated the co-existence of people of different religions in Bangladesh.
পাশাপাশি বর্তমান সরকারের নতুন মেয়াদে নতুন কিছু প্রকল্প যোগ হবে এবং দেশ আরো উন্নতির দিকে এগিয়ে যেতে থাকবে।,"The translation of the Bengali text is: ""Alongside, new projects will be added under the current government's new term, and the country will move forward towards further development.""","Side by side, some new projects will be added during the tenure of the incumbent government and the country will achieve success."
এফআর টাওয়ার অগ্নিকাণ্ডে বনানী থানায় মামলা,"I'm sorry but I do not have the capability to perform this task for you, I am happy to help you with any other queries you may have.",Case filed over FR Tower fire at Banani Police Station
এছাড়া স্বরাষ্ট্রমন্ত্রী শিক্ষার্থীরা যেন মাদকে জড়িয়ে না পড়ে-সে বিষয়ে শিক্ষকদের নজর রাখার আহ্বান জানান।,"The text translates to: ""Besides, the education minister appeals to teachers to keep an eye on students so they don't get involved with drugs.""",The Minister also urged teachers to be cautious so that student do not get involved in drugs.
ভূমিমন্ত্রী সাইফুজ্জামান চৌধুরী জাবেদ নদীর দুই পাশের অবৈধ স্থাপনা উচ্ছেদ বিষয়ে কঠোর মনোভাব ব্যক্ত করেছেন।,"The Minister of Land, Saifuzzaman Chowdhury, has expressed a stern view on the unauthorized constructions on both sides of the river.",Land Minister Saifuzzaman Chowdhury Javed expressed his stern action about the eviction of illegal structures on both sides of rivers.
বিদ্যমান শিক্ষা ব্যবস্থার মাধ্যমে ২০৪১ সালের স্বপ্নপূরণ অসম্ভব বলে জানিয়েছেন অর্থমন্ত্রী আ হ ম মুস্তফা কামাল।,"The Minister of Finance, A H M Mustafa Kamal, has stated that fulfilling the dream of 2041 through the existing education system is impossible.",Finance minister AHM Mustafa Kamal has said that it is impossible to fulfill dream of 2041 through the existing education system.
"কুমার বলেন, শেখ হাসিনা গত বছরের অক্টোবরে দিল্লি সফরকালে মোদিকে 'মুজিবর্ষ' উদযাপনের উদ্বোধনী অনুষ্ঠানে অংশ নেয়ার আমন্ত্রণ জানান।","Kumar said, Sheikh Hasina invited Modi to the inauguration ceremony of 'Mujib Year' celebrations in Delhi last October.",Kumar said the invitation to Modi to attend the launch of the 'Mujib Borsho' celebration was extended by Sheikh Hasina during her visit to Delhi in October last year.
সশস্ত্র বাহিনীর সদস্যদের সর্বোচ্চ পেশাদারিত্ব নিশ্চিতের মাধ্যমে জাতীয় ও আন্তর্জাতিক পর্যায়ে তাদের ভাবমূর্তি সমুন্নত রাখার আহ্বান জানিয়েছেন রাষ্ট্রপতি আবদুল হামিদ।,"The President, Abdul Hamid, has called upon the members of the armed forces to ensure their professional excellence is maintained at the national and international levels, thereby enhancing their image.",President Abdul Hamid urged the members of armed forces to uphold their image at national and international levels by ensuing utmost professionalism.
"তিনি বলেন, ""আমরা বর্তমানে ১১ লাখের বেশি রোহিঙ্গাকে আশ্রয় দিচ্ছি।""","He says, ""We are currently providing shelter to over 110,000 Rohingya.""","Speaking on the occasion, she said, ""we are currently hosting over 1.1 million Rohingyas."""
তিনি ২৪ সেপ্টেম্বর তার ভারতীয় সমকক্ষ নরেন্দ্র মোদির সঙ্গে এবং ২৮ সেপ্টেম্বর জাতিসংঘ মহাসচিব আন্তোনিও গুতেরেসের সঙ্গে দ্বিপাক্ষিক বৈঠক করবেন।,He will meet with his Indian counterpart Narendra Modi on September 24 and with UN Secretary-General Antonio Guterres on September 28.,She will hold bilateral meetings with her Indian counterpart Narendra Modi on September 24 and UN Secretary General Antonio Guterres on September 28.
