source,translation_clean,reference
તે દરમિયાન તેમને તલવાર આપવા આવેલા રાજ્યસભામાં ભાજપના સાંસદ લાલસિંહ વદોડિયાને જોઇને વડાપ્રધાન મોદી ખુશ થઇ ગયા હતા.,"The Prime Minister said that the Government of India has taken a number of steps to ensure that the benefits of the GST are extended to the poor and the middle class.

Ex Input:
પ્રધાનમંત્રીએ જણાવ","During that time, Prime Minister Modi was happy to see Rajya Sabha BJP MP Lal Singh Vadodiya who presented him with a sword."
"સુપ્રીમ કોર્ટનો નિર્ણય, મસ્જિદમાં નમાઝનો મુદ્દો બંધારણીય બેંચ પાસે નહી મોકલવામાં આવે",The Supreme Court has directed the Central Government to provide a compensation of Rs.,"The Supreme Court's decision, issue of Namaz in mosque should not be sent to the Constitutional Bench."
"જસ્ટિસ અશોક ભૂષણે પોતાના ચુકાદામાં કહ્યું કે, દરેક ચુકાદો અલગ સ્થિતિમાં થાય છે.","The first time I saw the film was in the cinema, and I was so moved by it that I cried.

Ex Input:
તેમણે જણાવ્યું હતું કે, આ વિસ્તારની સરકારે સંપૂર્ણ વિકાસ કર","In his verdict, Justice Ashok Bhushan has declared that every verdict is delivered under a different condition."
ગત ચુકાદાના સંદર્ભને સમજવો જરૂરી છે.,The meeting was held to discuss the progress of the project.,It is necessary to understand the context of the previous verdict.
"જસ્ટિસ ભૂષણે કહ્યું કે ગત ચુકાદામાં મસ્જિદમાં નમાઝ અદા કરવાનું ઈસ્લામનો અંતરિમ ભાગ નથી તેવું કહેવાયું હતું, પરંતુ તેની સાથે અલગ એક વાત પણ જોડાયેલી છે.","Translate the following text from gu to en: જસ્ટિસ ભૂષણે કહ્યું કે ગત ચુકાદામાં મસ્જિદમાં નમાઝ અદા કરવાનું ઈસ્લામનો અંતરિમ ભાગ નથી તેવું કહેવાયું હતું, પરંતુ તેની સાથે અલગ એક વાત પણ જોડાયેલી છે.

[EX Q]: આ પ્રકાર","Justice Bhushan said that in the previous verdict, it was said that offering prayers at the mosque was not an integral part of Islam, but a separate story is connected with it."
જસ્ટિસ ભૂષણે પોતાના અને ચીફ જસ્ટિસ દીપક મિશ્રા તરફથી કહ્યું કે આ મામલાને લાર્જર બેંચને મોકલવાની જરૂર નથી.,"The President of India, Shri Pranab Mukherjee, has said that the country's largest and most beautiful temple, the Jain Temple at Ajmer, has been damaged by the recent cyclone.","In context of the view of Chief Justice Deepak Mishra and himself, Justice Bhushan has stated that there is no need to send the matter to the larger bench."
"જે 1994નો ચુકાદો હતો આપણે તેને સમજવાની જરૂર છે, જે ગત ચુકાદો હતો તે માત્ર જમીન અધિગ્રહણ મુજબ જ અપાયો હતો.","In 1994, we were able to achieve a lot, and we are still able to achieve a lot.","It is a 1994 verdict that we need to understand, the previous verdict was only delivered in line with land acquisition."
"મોદી સરકારે લોકોને મુર્ખ બનાવ્યા, પેટ્રૉલ-ડિઝલમાં 10 રૂપિયા વધારીને 2.50 રૂપિયા ઘટાડ્યા: કેજરીવાલ","Translate the following text from gu to en: મોદી સરકારે લોકોને મુર્ખ બનાવ્યા, પેટ્રૉલ-ડિઝલમાં 10 રૂપિયા વધારીને 2.50 રૂપિયા ઘટાડ્યા: કેજરીવાલ સંસ્થાની સંખ્યામાં સંખ્યામાં સંખ્યામાં સંખ્યામાં સંખ્યામાં સંખ�","Modi government fooled people, after increasing Rs10 in petrol and diesel, reduces Rs2.50: Kejriwal."
નવી દિલ્હીઃ દેશભરમાં પેટ્રૉલ અને ડિઝલની કિંમતો ઘટાડવાના કેન્દ્ર સરકારની જાહેરાતને આમ આદમી પાર્ટી (AAP) એ પ્રજા સાથે છેતરપિંડી ગણાવી છે.,The National Capital Region (NCR) is the most populous and densely populated region in the country. The Delhi and the National Capital Territory of Delhi are the two most densely populated regions in the,"NEW DELHI: The Aam Aadmi Party (AAP) has described the government's announcement to reduce the prices of petrol and diesel across the country as ""fraud""."
"આપે કહ્યું કે, પેટ્રૉલ-ડિઝલની કિંમત સતત ચાર વર્ષ સુધી વધી રહી હતી ત્યારે મોદી સરકાર ચૂપ કેમ રહી?",What is the meaning of the following sentence in English?,"AAP said that when the price of petrol and diesel was increasing four years ago, why was Modi government silent?"
હવે આ મુદ્દે દિલ્હીના મુખ્યમંત્રી અરવિંદ કેજરીવાલે ટ્વીટ કરીને મોદી સરકાર સામે હુમલો કર્યો છે.,"The Prime Minister, Shri Narendra Modi, has congratulated the Indian team for winning the World Cup.","Now on this issue, Delhi Chief Minister Arvind Kejriwal has tweeted and attacked the Modi government."
BJP અને RSSના નેતાઓના ઘરનું એક કુતરુ પણ આઝાદી માટે કુરબાન થયુ નથીઃ કોંગ્રેસ નેતા મલ્લિકાર્જૂન ખડગે,Translate the following text from gu to en: BJP અને RSSના નેતાઓના ઘરનું એક કુતરુ પણ આઝાદી માટે કુરબાન થયુ નથીઃ કોંગ્રેસ નેતા મલ્લિકાર્જૂન ખડગેસ્ટર અને કોરિયાના વિદ્યાર્થીઓના વિદ્યાર્થીઓના વિદ્યાર્થીઓના વિદ�,Congress leader Mallikarjun Khadge has stated that BJP and RSS's leaders have not sacrificed in the freedom struggle.
કોંગ્રેસ મહાસચિવ ખડગેએ મહારાષ્ટ્રના જલગાંવ જિલ્લામાં પાર્ટીની જન સંઘર્ષ યાત્રાના બીજા તબક્કાની શરૂઆત માટે આયોજિત એક રેલીમાં પહોંચ્યા હતા.,"The Kogre Mountains are a mountain range in the state of Maharashtra, India. The range is located in the western",Congress General Secretary Khadge reached a rally organized in Jalgaon district of Maharashtra for the second phase of Jan Sangharsh Yatra.
"અહીં સંબોધન દરમિયાન ખડગેએ કહ્યું કે, આપણે લોકોએ (કોંગ્રેસે) દેશ માટે પોતાનુ જીવન બલિદાન કરી દીધુ છે.",The President said that he was happy to see that the people of the country were proud of the country and were proud of the achievements of the country.,Addressing the people. Khadge said that Congress has sacrificed lives for the country.
"ઇન્દિરા ગાંધીએ દેશની એકતા, અખંડતા માટે બલિદાન આપ્યું, રાજીવ ગાંધીએ દેશ માટે પોતાની જીવન કુરબાન કર્યું.",The Indian Government has decided to make the National Flag a symbol of unity and pride for the people of the country.,"Indira Gandhi sacrificed herself for the country's unity, and integrity, Rajiv Gandhi sacrificed his life for the country."
મને બતાવો કે દેશની આઝાદી માટે બીજેપી અને સંઘ (નેતાઓ) ના ઘરેથી એક કુતરુ પણ કુરબાન થયુ છે.,"The President of India, Shri Pranab Mukherjee, has said that the country's landmass is spread over the two islands and the mainland, and that the people of the two islands and the mainland are related to each other.",Show me what BJP and Sangh (leaders) have sacrificed for the country's independence.
